,text,label,Emotions,Emotions_Label,cluster
260,do the political staffers and politicians see this canadians deserve transparency when americans were getting vaxxed cdc quickly released new guidelines life is going back to normal when will do the same ,vaccination,"[{'label': 'curiosity', 'score': 0.9706043004989624}]",curiosity,1
261,and what are the cdc guidelines regarding vaccinated individuals needing to quarantine after potentially in contact with someone who is covid positive,vaccination,"[{'label': 'curiosity', 'score': 0.7533389925956726}]",curiosity,1
262,federal judge rules in favor of florida tosses out cdc cruise guidelines ,masking and distancing,"[{'label': 'neutral', 'score': 0.9751120209693909}]",neutral,0
263,india should reach adequacy by the end of without disturbing current immunisation infrastructure which can... ,vaccination,"[{'label': 'approval', 'score': 0.8714795708656311}]",approval,0
264,hi we are doing our best to remain open to serve our clients while implementing changes within our financial centers to follow cdc and government guidelines as such some locations may be either temporarily closed or operating at adjusted hours ^annette,lockdown,"[{'label': 'approval', 'score': 0.9931368827819824}]",approval,1
265,dr fauci speaks on cdcs new guidelines for fully vaccinated students via ,vaccination,"[{'label': 'neutral', 'score': 0.9947997331619263}]",neutral,0
266,a yearold man from nevada is the first known american to catch twice the patient has since recovered... ,,"[{'label': 'approval', 'score': 0.8425688743591309}]",approval,0
267,brace yourself this is going to be the norm for while the development of a safe and effective vacc... ,vaccination,"[{'label': 'caring', 'score': 0.9299775958061218}]",caring,1
268,breaking: pgimer in chandigarh will be beginning the phase ii trial of oxford covid vaccine candidate covishi... ,vaccination,"[{'label': 'neutral', 'score': 0.9067537188529968}]",neutral,0
269,russia have introduced the first amp i guess what an amazing news i hope it works amazing as well ... ,vaccination,"[{'label': 'excitement', 'score': 0.6411353349685669}]",excitement,0
270,to people getting the and later thank you from the people not able to be vaccinated b... ,vaccination,"[{'label': 'gratitude', 'score': 0.9835985898971558}]",gratitude,1
271,hopefully they will release information on the adverse event ,vaccination,"[{'label': 'optimism', 'score': 0.9856393337249756}]",optimism,0
272,do we have an operation ,vaccination,"[{'label': 'curiosity', 'score': 0.9724650382995605}]",curiosity,0
273,fully vaccinated people can resume activities without wearing a mask or physically distancing except where required by federal state local tribal or territorial laws rules and regulations including local business and workplace guidance latest guidelines cdc website,masking and distancing,"[{'label': 'neutral', 'score': 0.5262377858161926}]",neutral,0
274,the indian express: russia covid vaccine: world leaders health officials have mixed response... ,vaccination,"[{'label': 'neutral', 'score': 0.9401530027389526}]",neutral,0
275,this is why cdc guidelines are that testing asymptomatic vaccinated people is unnecessary it is unlikely that they are able to spread despite being infected the vaccines do their job,vaccination,"[{'label': 'neutral', 'score': 0.883679986000061}]",neutral,1
276, : persons tested +ve from today till pm total cases ,masking and distancing,"[{'label': 'neutral', 'score': 0.9519777297973633}]",neutral,0
277,it is great to see that our country is getting ready for and also for world ,vaccination,"[{'label': 'excitement', 'score': 0.9107393622398376}]",excitement,0
278,divyansh singh august bangalore rahul gandhi condemns government over covid vaccine read full story... ,vaccination,"[{'label': 'neutral', 'score': 0.9948968291282654}]",neutral,0
279,new cdc school guidelines: no masks required for vaccinated students teachers ,masking and distancing,"[{'label': 'neutral', 'score': 0.9833335280418396}]",neutral,0
280,take a minute and lookup private conveyance then lookup the exclusions of the cdc guidelines good lord you anti maskers are uneducated,masking and distancing,"[{'label': 'neutral', 'score': 0.9962005019187927}]",neutral,1
281,the general population appears desensitized to the threat and individuals are not following cdc guidelines related to maskwearing for unvaccinated persons or maintaining social distancing in crowded indoor locations,masking and distancing,"[{'label': 'realization', 'score': 0.9954225420951843}]",realization,1
282,of course then please follow cdc guidelines on the unvaccinated and we will all get through this healthily,vaccination,"[{'label': 'approval', 'score': 0.7461330890655518}]",approval,0
283,everyones life is important just because some people have money/can afford to be home till a comes... ,vaccination,"[{'label': 'neutral', 'score': 0.9670528173446655}]",neutral,0
284,of course they bear *some* responsibility as is true of nearly anyone infected none of us take maximal precautions all the time they were however following cdc guidelines for the fully vaccinated the problem is that they got infected we keep learning,vaccination,"[{'label': 'neutral', 'score': 0.6529763340950012}]",neutral,1
285,i meandered onto some trolls timeline and saw a bre*tbart personality urging red state legislators to write laws override cdc guidelines just like an active effort to doom people,masking and distancing,"[{'label': 'neutral', 'score': 0.9923096895217896}]",neutral,0
286,to those who wear a mask thank you thank you for thinking of others thank you for caring about everyone else besides yourselves only same thing to those who got vaccinated amp wear masks / wore them amp follow cdc guidelines ,vaccination,"[{'label': 'gratitude', 'score': 0.9276024103164673}]",gratitude,1
287,a federal appeals court panel sided with the cdc in its legal battle with florida over covid guidelines for cruise lines ,masking and distancing,"[{'label': 'neutral', 'score': 0.9649847745895386}]",neutral,0
288,please help us spread the word ,vaccination,"[{'label': 'sadness', 'score': 0.6416715979576111}]",sadness,0
289,is the russian vaccine good its tested on volunteers phase trials not done a good vaccine is tested on ... ,vaccination,"[{'label': 'neutral', 'score': 0.5065271258354187}]",neutral,0
290,bill gates vaccine record via ,vaccination,"[{'label': 'neutral', 'score': 0.9979181885719299}]",neutral,0
291,did cdc and federal guidelines train or are you not enforcing masks on public transit im wearing a mask and % of other ladies arent wellington station t ambassador not telling folks to mask up ,masking and distancing,"[{'label': 'neutral', 'score': 0.4794747233390808}]",neutral,1
292,scientists at oxford university have made a breakthrough in the quest to find a covid vaccine vital preparation... ,vaccination,"[{'label': 'neutral', 'score': 0.8339726328849792}]",neutral,0
293,totally safe all produced amp provided by very trustworthy believe you me lmao ,vaccination,"[{'label': 'amusement', 'score': 0.9257431030273438}]",amusement,0
294,fight against corona: covid vaccine maybe ready by the end of said experts ,vaccination,"[{'label': 'neutral', 'score': 0.7491397261619568}]",neutral,0
295,so truejust like analysis a few months ago: mandatory is the entry point int... ,masking and distancing,"[{'label': 'approval', 'score': 0.4859134256839752}]",approval,0
296,the people who developed the cdc guidelines unlike nate have public health and epidemiology degrees and they are worldclass experts you are defending a troll who suffers from dunning kruger syndrome he should just stop,masking and distancing,"[{'label': 'annoyance', 'score': 0.34740379452705383}]",annoyance,1
297,no known data on quality efficacy and safety of germany ,vaccination,"[{'label': 'neutral', 'score': 0.9899071455001831}]",neutral,0
298,after a thorough review and in accordance with cdc guidelines customers who are fully vaccinated are no longer required to wear masks while visiting our stores unless mandated by state or local regulations,masking and distancing,"[{'label': 'realization', 'score': 0.6679337024688721}]",realization,0
299,sadly i think the only way to protect ourselves from these selfish assholes is to continue to mask and keep to the cdc guidelines we were following last winter,masking and distancing,"[{'label': 'sadness', 'score': 0.8055433630943298}]",sadness,1
0,bad news johnson amp johnson pauses trials,vaccination,"[{'label': 'neutral', 'score': 0.46438026428222656}]",neutral,0
1,saw this on tv and you women need to work with the district and follow cdc guidelines there are so many parents that need to keep their children safe wearing masks and social distancing even in school kids are catching covid safety first,masking and distancing,"[{'label': 'caring', 'score': 0.8210912346839905}]",caring,1
2,two indian vaccine candidates against covid in phase two trials: vk paul ,vaccination,"[{'label': 'neutral', 'score': 0.9904801249504089}]",neutral,0
3,the point is media amp govt lie abt the numbers reports of % of ppl in hospitals are unvaccinated in places like la bs virus doesnt so one thing in one place and something else in another cdc guidelines now repeatedly say vaccinated ppl dont need to test ever but unvac do,vaccination,"[{'label': 'neutral', 'score': 0.6047617793083191}]",neutral,1
4,california students will continue wearing masks when school starts again despite cdc easing its guidelines ,masking and distancing,"[{'label': 'neutral', 'score': 0.5277738571166992}]",neutral,0
5,us public divided over covid vaccine: september around half of... ,vaccination,"[{'label': 'neutral', 'score': 0.9940646290779114}]",neutral,0
6,new cdc school guidelines: no masks required for vaccinated student (east bay times) the centers for disease control and prevention said in new guidelines friday that students a add your highlights: ,masking and distancing,"[{'label': 'neutral', 'score': 0.9860871434211731}]",neutral,1
7,france reported highest number of new covid cases on october what is bringing it back ,,"[{'label': 'curiosity', 'score': 0.9258288145065308}]",curiosity,0
8,johnson amp johnson halts vaccine trial due to unexplained illness ,vaccination,"[{'label': 'neutral', 'score': 0.922167181968689}]",neutral,0
9,i do not see it being whittled down it says they are still investigating the data from the uk also indicates the potential for fully vaccinated people to die of the delta variant you are free to follow the cdc guidelines but there are plenty of reasons to be more cautious ,vaccination,"[{'label': 'approval', 'score': 0.9816941618919373}]",approval,1
10,madhya pradesh needs more hdu icu beds as covid cases increase via ,vaccination,"[{'label': 'neutral', 'score': 0.9886187314987183}]",neutral,0
11,wildfire season is coming now is the time to check tips on staying safe: keep smoke outside reduce exposure (n masks can help) plan for pet safety track nearby fires have an evacuation plan ready get detailed cdc guidelines here: ,masking and distancing,"[{'label': 'caring', 'score': 0.8400037288665771}]",caring,1
12,getting these boosters w/o cdc guidelines is not viable for most of the jampj recipients and these blue checks know this i want to see more than antibodies in a petri dish from people not even knowing if those subjects had been tested prior to that,vaccination,"[{'label': 'realization', 'score': 0.6542096734046936}]",realization,1
13,is putin pushing out a before its ready to bait donald to do the same thing would hurt the us more than russia,vaccination,"[{'label': 'sadness', 'score': 0.4556047320365906}]",sadness,1
14,hey trump will putin be sending you some of his special vaccine let us all know how it works out for you... ,vaccination,"[{'label': 'optimism', 'score': 0.4429672956466675}]",optimism,0
15,they did not track asymptomatic cases are all you fools with your listening ... ,,"[{'label': 'annoyance', 'score': 0.9501497745513916}]",annoyance,0
16,a lot of people will be really eager to get it she said a lot will be hesitant not only because of misinformat... ,vaccination,"[{'label': 'approval', 'score': 0.5684460401535034}]",approval,0
17,we would appreciate if the cdc fda amp nih would stop implementing approving medications amp guidelines that lessen our bodies immune systems ability to fight viruses like covid amp increase diseases like cancer,vaccination,"[{'label': 'admiration', 'score': 0.9927023649215698}]",admiration,0
18,nih very concerned about serious side effect in vaccine trial ,vaccination,"[{'label': 'caring', 'score': 0.8947429656982422}]",caring,0
19,studies show morphine milligram equivalent (mme) used in cdc opioid guidelines are both bogus and unscientific: they must be repudiated and withdrawn ,,"[{'label': 'neutral', 'score': 0.9974797368049622}]",neutral,0
20,every state separates resident and nonresident deaths cdc guidelines,lockdown,"[{'label': 'neutral', 'score': 0.9681429266929626}]",neutral,0
21,expect in by early affirmed that a could be r... ,vaccination,"[{'label': 'desire', 'score': 0.9509088397026062}]",desire,0
22,"probably is free
are they carrying in the pots ",vaccination,"[{'label': 'curiosity', 'score': 0.5469874143600464}]",curiosity,0
23,how many have to die stop dea repeal cdc opioid guidelines ,,"[{'label': 'anger', 'score': 0.5375946760177612}]",anger,0
24,however if we were to impose mandatory we would need a scheme to look after the very few who may hav... ,vaccination,"[{'label': 'neutral', 'score': 0.9000793099403381}]",neutral,0
25,treat your patients doctors followed cdc guidelines and now i am in great pain amp on the floor for those doctors who choose to act with little thought heart and most importantly lack of fortitude to do what is right for their patients honor your oath treat ,,"[{'label': 'caring', 'score': 0.4864170253276825}]",caring,1
26,its a preliminary injunction only i would like to know if the cruise industry is going to follow not only cdc guidelines but common sense guidelines to have vaccinated people only on their sailings or are they going to gamble with the reckless politics of gov desantis,lockdown,"[{'label': 'curiosity', 'score': 0.9748704433441162}]",curiosity,1
27,look at you rushing a before the election you have botched the entire pan... ,vaccination,"[{'label': 'neutral', 'score': 0.6898417472839355}]",neutral,0
28,after vaccine announcement govt announces commencement of exams ,vaccination,"[{'label': 'neutral', 'score': 0.9936987161636353}]",neutral,0
29,first it was by end of year then it was dec now its oxford vaccine update: phase iii trials to... ,vaccination,"[{'label': 'neutral', 'score': 0.9966907501220703}]",neutral,0
30,the covid vaccine will not be safe ,vaccination,"[{'label': 'neutral', 'score': 0.5263116955757141}]",neutral,0
31,no proof of relapse reinfection among covid recovered: icmr | pune news times of india ,vaccination,"[{'label': 'neutral', 'score': 0.9777832627296448}]",neutral,0
32,absolutely phenomenal dedication to this story from p... ,vaccination,"[{'label': 'admiration', 'score': 0.9959321618080139}]",admiration,0
33, biotech offered by city for emergency use costs $ ,vaccination,"[{'label': 'neutral', 'score': 0.9764759540557861}]",neutral,0
34,where is the fda press conference to discuss where in the process each of the vaccine candidates are and how each o... ,vaccination,"[{'label': 'curiosity', 'score': 0.4606063961982727}]",curiosity,1
35,the cdc will investigate the same cdc who fabricated opioid prescribing guidelines that have destroyed millions of pts lives pts doing well taking as prescribed rapidly involuntary tapered or cutoff destabilizing pts ruined lives suicide,,"[{'label': 'sadness', 'score': 0.742140531539917}]",sadness,1
36,tonight is the night food truck thursday pm at center lake park live music by oviedos own bailey callahan plus different food trucks and blood drive will be here from pm free event cdc guidelines for social distancing will be followed see you soon,masking and distancing,"[{'label': 'neutral', 'score': 0.35479167103767395}]",neutral,0
37,hey you love to mention cdc guidelines in hr meetings as a reason to jeopardize everyones health what about this guideline testing is not exclusive to unvaccinated people especially when s of people interact on a daily basis with near campuses,vaccination,"[{'label': 'curiosity', 'score': 0.9259236454963684}]",curiosity,1
38,again stuff like this will continue to happen unless amp until we have a (september : hkt) ,vaccination,"[{'label': 'approval', 'score': 0.8574181795120239}]",approval,0
39,blame the cdc they put out the ridiculous guidelines,,"[{'label': 'annoyance', 'score': 0.9014745950698853}]",annoyance,0
40,breaking trump administration says vaccine not mandatory the covid... ,vaccination,"[{'label': 'surprise', 'score': 0.8763086199760437}]",surprise,0
41,food safety tips ,vaccination,"[{'label': 'neutral', 'score': 0.9947797060012817}]",neutral,0
42,russia launches worlds first covid vaccine ,vaccination,"[{'label': 'neutral', 'score': 0.8877200484275818}]",neutral,0
43,"are you listening
do not trust and enforce vaccine laws that will not do good for any societ... ",vaccination,"[{'label': 'curiosity', 'score': 0.46630164980888367}]",curiosity,0
44,right and theyre going to have the vaccine ready for the public by oct uh huh sure jan ,vaccination,"[{'label': 'approval', 'score': 0.8655011653900146}]",approval,0
45,the cdc laid out semi reasonable guidelines but red states have moved on indiana schools appear to be saying if youre sick come anyway last year they required masks/ negative test to come back if you had symptoms amp they accommodated kids/teachers who had to quarantine,masking and distancing,"[{'label': 'neutral', 'score': 0.9322031140327454}]",neutral,1
46, will never work and has never worked in the past ,vaccination,"[{'label': 'disapproval', 'score': 0.5148864984512329}]",disapproval,0
47,there are gt in development the government is trying their best to make it available at the earlie... ,vaccination,"[{'label': 'neutral', 'score': 0.9964663982391357}]",neutral,1
48,if only someone had told our pain that it was never allowed to get any worse isnt it amazing that pain does not know how to follow ,,"[{'label': 'realization', 'score': 0.8506692051887512}]",realization,0
49,cdc guidelines were fine intended for reasonable thinking people it is just that those who never got vaxxed and never planned to took off their masks too because they are inconsiderate and frankly stupid,masking and distancing,"[{'label': 'approval', 'score': 0.9140084981918335}]",approval,1
50,is not that the truth for those of us who benefitted from pain mngt we are screwed and living in constant and debilitating pain decreases my activity and quality of life the cdc should revise guidelines,lockdown,"[{'label': 'neutral', 'score': 0.45132976770401}]",neutral,1
51,los angeles sheriff villanueva doesnt make public health mandates fire and arrest this trumploving thug now forcing the vaccinated and those who already contracted covid to wear masks indoors is not backed by science and contradicts the cdc guidelines villanueva said ,masking and distancing,"[{'label': 'neutral', 'score': 0.8918471336364746}]",neutral,1
52,i would rather use the cdc guidelines as my source vs whatever did or did not happen with cp,,"[{'label': 'optimism', 'score': 0.5574241280555725}]",optimism,0
53, lakh jobs and free coivd vaccination bjp manifesto for bihar elections ,vaccination,"[{'label': 'neutral', 'score': 0.9966714382171631}]",neutral,0
54,worlds first vaccine in russia given to putins daughter ,vaccination,"[{'label': 'neutral', 'score': 0.9958896040916443}]",neutral,0
55,no is bad because even the cdc says wear masks even vaccinated how can people follow guidelines when they see this ,masking and distancing,"[{'label': 'disapproval', 'score': 0.9536087512969971}]",disapproval,0
56,oxfords covid vaccine covishield indias covaxin may be available in india by yearend... ,vaccination,"[{'label': 'realization', 'score': 0.4562087655067444}]",realization,0
57,check out the dashboard: catch up fast ,vaccination,"[{'label': 'neutral', 'score': 0.9969751834869385}]",neutral,0
58,also doubt that they would stop a k trial when adverse event had been in placebo arm i takes pr... ,vaccination,"[{'label': 'neutral', 'score': 0.46922409534454346}]",neutral,0
59,the university of cambridge today confirmed plans to begin trials of a potential new vaccine not only for ,vaccination,"[{'label': 'neutral', 'score': 0.697202742099762}]",neutral,0
60, announced friday that a will be widely available by april a timeline his own experts say is u... ,vaccination,"[{'label': 'neutral', 'score': 0.9944228529930115}]",neutral,0
61,k dead isnt enough for you youre gonna release a vaccine prematurely and kill thousands... ,vaccination,"[{'label': 'anger', 'score': 0.3600819408893585}]",anger,0
62,the national operation centre for prevention of said that nine new covid patients were found as at toda... ,vaccination,"[{'label': 'neutral', 'score': 0.996086835861206}]",neutral,0
63,true but the cdc is now political amp bought just like the cdc were told by the teachers union what to list for guidelines and to think we thought we were following the science places look to the cdc for guidance amp regulations,lockdown,"[{'label': 'neutral', 'score': 0.8819435834884644}]",neutral,1
64,cdc updates guidelines to protect kids from covid in school plus: vacation tips : goats and soda : npr ,masking and distancing,"[{'label': 'neutral', 'score': 0.9920972585678101}]",neutral,0
65,breaking: uo has updated covid safety regulations in accordance with new cdc and oregon health authority guidelines relaxing facecovering requirements for fully vaccinated individuals and remove physical distancing requirements (via gabriel tsui) ,masking and distancing,"[{'label': 'neutral', 'score': 0.9385314583778381}]",neutral,0
66,ready to tune in for day of looking forward to hearing about amp update soon... ,vaccination,"[{'label': 'excitement', 'score': 0.7974122166633606}]",excitement,0
67,south africa was % through recruiting people for its first trial then it had to hit the pause butt... ,vaccination,"[{'label': 'neutral', 'score': 0.9928396940231323}]",neutral,0
68,its almost as if this were intentional to accelerate progress towards herd immunity through natural infections w/out any restriction guidelines from the cdc while we still try to vaccinate our population which makes no sense we have all been warned about the risk of new variants,vaccination,"[{'label': 'realization', 'score': 0.9843473434448242}]",realization,1
69,serum institute to make million doses of covid vaccine ,vaccination,"[{'label': 'neutral', 'score': 0.9688389897346497}]",neutral,0
70,wheaton parents demand face masks be mandatory in schools regardless of cdc guidelines ,masking and distancing,"[{'label': 'neutral', 'score': 0.9826229810714722}]",neutral,0
71,hell even the cdc and who have had conflicting guidelines on and off throughout this entire pandemic,masking and distancing,"[{'label': 'anger', 'score': 0.3574705123901367}]",anger,0
72,a family came in the restaurant and asked abt the cdc guidelines sis u can search up the best snorkeling places where to hike the best beaches but u cant stop to read the provided guidelines,,"[{'label': 'admiration', 'score': 0.950545608997345}]",admiration,1
73,sir children pregnant women health care workers including their families soldiers this should... ,vaccination,"[{'label': 'neutral', 'score': 0.9886118769645691}]",neutral,0
74,certainly practicable (over trusts already do rpe out with agp no supply issues nationally) and reasonable (given ecdc cdc australian and many more countries guidelines as well as scientific validity) increasingly difficult to claim not practical or reasonable,,"[{'label': 'neutral', 'score': 0.7472476363182068}]",neutral,0
75,why the mask are you not vaccinated or are you just ignoring the science fo the cdc guidelines this shows your ignorance either way,masking and distancing,"[{'label': 'confusion', 'score': 0.9693520665168762}]",confusion,1
76,the judge ruled the cdc guidelines can be viewed as recommendations but cant be enforced after july ,lockdown,"[{'label': 'neutral', 'score': 0.8838192820549011}]",neutral,0
77,rep jennifer pawlik: sometimes we need to consider others she describes a person with health issues who needs others to show the compassion of distancing masking and following cdc guidelines but sb has dangerous requirements for universities ,masking and distancing,"[{'label': 'neutral', 'score': 0.810853898525238}]",neutral,1
78,had to cancel a hotel today because the person tested positive for covid they were willing to send over their diagnosis sadie the manager still charge a cancellation fee so yon can travel because your are following cdc guidelines but this hotel does not care,masking and distancing,"[{'label': 'sadness', 'score': 0.9229767322540283}]",sadness,1
79,an indepth tracking review of experimental vaccines aimed at ending the pandemic a scientific quest moving at... ,vaccination,"[{'label': 'neutral', 'score': 0.9373626112937927}]",neutral,0
80,people that demand covid death from the news who reports about kittens in hats want hard numbers and truths uhhh a news channel scientist is qualified to guess the weather cdc reports and guidelines are what you should focus on go to their website and read,masking and distancing,"[{'label': 'neutral', 'score': 0.9226198196411133}]",neutral,1
81,cvs to hire thousands of pharmacy techs as it prepares for more covid cases via... ,vaccination,"[{'label': 'neutral', 'score': 0.9860131144523621}]",neutral,0
82,agreed simply by being directed (or muzzled) by trump the fda and the cdc have lo... ,vaccination,"[{'label': 'approval', 'score': 0.9943080544471741}]",approval,0
83,another community violating cdc guidelines by sweeping homeless people the pandemic is not over so do not force people into dangerously overcrowded shelters ,masking and distancing,"[{'label': 'caring', 'score': 0.5741468071937561}]",caring,0
84,ill continue to follow the cdc guidelines if they change and suggest fully vaccinated people begin to wear masks again then thats what ill do,masking and distancing,"[{'label': 'approval', 'score': 0.9877567291259766}]",approval,1
85,covid: oxford vaccine may be the first shot for india download the toi app... ,vaccination,"[{'label': 'neutral', 'score': 0.9723454713821411}]",neutral,0
86,current cdc protocol is that if youve been exposed but youre vaccinated you dont have to quarantine unless you develop symptoms they said they were consulting with cdc and following the guidelines,vaccination,"[{'label': 'neutral', 'score': 0.972402036190033}]",neutral,1
87, i hope everyone knows this is on halt ,vaccination,"[{'label': 'optimism', 'score': 0.8434508442878723}]",optimism,0
88,says that cdc guidelines will still be in effect such as masks for unvaccinated individuals new yorks state of emergency has been in place since march ,masking and distancing,"[{'label': 'neutral', 'score': 0.9964894652366638}]",neutral,0
89,russia registers virus vaccine putins daughter given it ,vaccination,"[{'label': 'neutral', 'score': 0.9936004877090454}]",neutral,0
90,"lu deh and friends the morning show on august eng:
chn: ",,"[{'label': 'neutral', 'score': 0.9932170510292053}]",neutral,0
91,putin has put in his contribution in putin(g) a stop at virus and believe it is vladimir ps: vladimir means great... ,vaccination,"[{'label': 'admiration', 'score': 0.9140870571136475}]",admiration,0
92,state officials to adopt new cdc guidelines for mask use in schools ,masking and distancing,"[{'label': 'approval', 'score': 0.8749387860298157}]",approval,0
93,this time there might be a method to the madness ,vaccination,"[{'label': 'neutral', 'score': 0.6974096298217773}]",neutral,0
94,osha has issued a new emergency temporary standard (ets) providing a set of covid guidelines clearing up confusion from states varying directives the ets follows cdc guidance on covid safety allowing fully vaccinated individuals to go maskfree ,masking and distancing,"[{'label': 'neutral', 'score': 0.9881171584129333}]",neutral,0
95,la county sheriff says reinstated not backed by science forcing the vaccinated amp those who already contracted to wear indoors is not backed by science and contradicts the us (cdc) guidelines ,masking and distancing,"[{'label': 'neutral', 'score': 0.9839730262756348}]",neutral,1
96," russia becomes first country to register covid vaccine
russia approves first covid vacc... ",vaccination,"[{'label': 'approval', 'score': 0.8427243828773499}]",approval,0
97,we are not the world: cdc director sticks to no masks for vaccinated people guidelines in defiance of who ,masking and distancing,"[{'label': 'neutral', 'score': 0.9965914487838745}]",neutral,1
98,ethealthworld | world health organization chief tedros says countries signed up to vaccine facility... ,vaccination,"[{'label': 'neutral', 'score': 0.8878806233406067}]",neutral,0
99,studies show morphine milligram equivalent (mme) used in cdc opioid guidelines are both bogus and unscientific: they must be repudiated and withdrawn ,vaccination,"[{'label': 'neutral', 'score': 0.9974797368049622}]",neutral,0
100,conservative christians calling people who follow cdc guidelines is hilarious since they literally call themselves one of jesuss sheep literally,,"[{'label': 'amusement', 'score': 0.9076153039932251}]",amusement,0
101, has met more scepticism than applaud among global leaders and health experts the countrys... ,vaccination,"[{'label': 'neutral', 'score': 0.5299834609031677}]",neutral,0
102,do you want a zombie outbreak because movies tell us this is how you start a zombie outbreak ,vaccination,"[{'label': 'curiosity', 'score': 0.9937227368354797}]",curiosity,0
103,positive news on ,vaccination,"[{'label': 'neutral', 'score': 0.9959945678710938}]",neutral,0
104,sputnik v vaccine could provide a credible option in our fight against covid in india: cochairman of dr reddys... ,vaccination,"[{'label': 'approval', 'score': 0.7950798273086548}]",approval,0
105,the public is deeply skeptical about any approved before the november election says new poll... ,vaccination,"[{'label': 'confusion', 'score': 0.807855486869812}]",confusion,0
106, let this information sink in while you educate yourself on the upcoming ,vaccination,"[{'label': 'neutral', 'score': 0.5796317458152771}]",neutral,0
107,watching amp realizing how much i miss live drag amp vegas ,vaccination,"[{'label': 'realization', 'score': 0.994899332523346}]",realization,0
108,i wonder how you and other drs feel about the cdcs neartotal silence on delta when they changed indoor masking guidelines in may i had a terrible feeling about all of this,masking and distancing,"[{'label': 'fear', 'score': 0.6767200231552124}]",fear,0
109,the opioids guidelines need a serious revision people are literally dying from pain it is utterly inhumane to be denied these drugs when so many of us truly need them,,"[{'label': 'anger', 'score': 0.37080323696136475}]",anger,1
110,this is bad science and bad morals ,vaccination,"[{'label': 'disgust', 'score': 0.5405176281929016}]",disgust,0
111,california to require masks in schools despite cdc guidelines los angeles times ,masking and distancing,"[{'label': 'neutral', 'score': 0.9293262362480164}]",neutral,0
112,hi we are doing our best to remain open to serve our clients while implementing changes within our financial centers to follow cdc and government guidelines as such some locations may be either temporarily closed or operating at adjusted hours ^chris,lockdown,"[{'label': 'approval', 'score': 0.9930769205093384}]",approval,1
113,why do you continue to allow bimbo bakeries usa to force us to wear these useless masks bbu says they are following guidelines in their policy you show me where cdc claims these are helpful against respiratory viruses get the our brothers amp sisters,masking and distancing,"[{'label': 'curiosity', 'score': 0.7816973328590393}]",curiosity,1
114,dr you need to talk to cdc to revise mask guidelines,masking and distancing,"[{'label': 'neutral', 'score': 0.9851694107055664}]",neutral,0
115,could not they could keep their fleet at the ports they travel cannot the cruise companies determine for themselves what their rules/ regulations will be if they want to continue using cdc guidelines,lockdown,"[{'label': 'neutral', 'score': 0.413979172706604}]",neutral,1
116,you could save a lot of time if you could actually comprehend the cdc guidelines maybe have one of your kids explain it to you,,"[{'label': 'neutral', 'score': 0.9276240468025208}]",neutral,1
117,per federal cdc guidelines unvaccinated people are responsible for continuing to wear a mask whenever youre ready we hope to sing with you soon,masking and distancing,"[{'label': 'optimism', 'score': 0.6243525743484497}]",optimism,0
118,should not you prepare the topics you agreed on and not the person you debate if you think you are in the right and have the facts why does it change anything even crowder debates ethan about the cdc guidelines or sam about the same topic,,"[{'label': 'neutral', 'score': 0.8154242038726807}]",neutral,1
119,the supply chain to save the world is unprepared for a vaccine ,vaccination,"[{'label': 'neutral', 'score': 0.9374023079872131}]",neutral,0
120,national news on werc: a charlotte flight bound for the bahamas was canceled after a group of students from boston refused to follow cdc guidelines ,lockdown,"[{'label': 'neutral', 'score': 0.8876814842224121}]",neutral,0
121,since the cdc guidelines for mask removal dropped has been telling everyone we can to continue to now with the amp it is kissing cousins running rampant we cannot be any more resolute in our stance ,masking and distancing,"[{'label': 'neutral', 'score': 0.8682443499565125}]",neutral,1
122,i understand that and am overwhelmingly appreciative of your multiple links which i read and studied before posting but the ncaa rules are the direct opposite of cdc guidelines and should have been updated before the tournament started ,lockdown,"[{'label': 'gratitude', 'score': 0.6433245539665222}]",gratitude,1
123,deborah dowell was involved with the previous cdc guidelines but dr beth darnell is very pro patient which is a good thing,,"[{'label': 'admiration', 'score': 0.6319382190704346}]",admiration,0
124,when cdc guidelines magically align with the teachers unions political demands this is no longer about public safety,,"[{'label': 'neutral', 'score': 0.8493044376373291}]",neutral,0
125,cdc wont take blame for companies who force mrna shot cdc guidelines do not give employers right to force mrna shot it is choice due to fda still denying approval if job force shot call cdc amp dept of healthamp call local politicians( get nd opinions)ny demo not reliable source,vaccination,"[{'label': 'neutral', 'score': 0.9895516037940979}]",neutral,1
126,hmm what are the cdc guidelines if youre vaccinated you dont need to wear a mask... duh,masking and distancing,"[{'label': 'neutral', 'score': 0.4552467465400696}]",neutral,1
127,yet you say nothing about reimplementing safety guidelines such as mask wearing due to your inactions thousands will become sick and die pay no attention to the cdc since they will not back track they are pushing the responsibilities on state officials sad ,masking and distancing,"[{'label': 'sadness', 'score': 0.9384821057319641}]",sadness,1
128,uss largest union for registered nurses urges cdc to bring back universal mask guidelines ,masking and distancing,"[{'label': 'approval', 'score': 0.7698045372962952}]",approval,0
129,after sputnik v russia approves another covid vaccine: putin ,vaccination,"[{'label': 'neutral', 'score': 0.9796837568283081}]",neutral,0
130,desantis needs to be recalled but the people of florida wont do it hes cost people there lives because he didnt follow cdc guidelines then he didnt want to count the snow birds because the didnt live in the state year round how many died,,"[{'label': 'neutral', 'score': 0.5997867584228516}]",neutral,1
